pair_i,pair_j,a,b,c,d,e,f,g,jab_seed,jde_seed,val
71,131,2,4,3,2,3,2,16,2,3,0
71,131,2,4,3,2,3,2,16,2,3,0
71,131,2,4,3,2,3,2,16,2,3,0
72,3,2,2,4,2,4,4,18,2,0,0
72,11,2,2,5,2,5,4,18,2,0,0
72,18,2,2,2,2,4,2,18,2,1,0
72,18,2,2,2,2,4,2,18,2,1,0
72,18,2,2,2,2,4,2,18,2,1,0
72,20,2,2,4,2,4,2,18,2,1,0
72,20,2,2,4,2,4,2,18,2,1,0
72,20,2,2,4,2,4,2,18,2,1,0
72,41,2,2,3,2,3,2,18,2,1,0
72,41,2,2,3,2,3,2,18,2,1,0
72,41,2,2,3,2,3,2,18,2,1,0
72,41,2,2,3,2,3,2,18,2,1,0
72,41,2,2,3,2,3,2,18,2,1,0
72,42,2,2,3,2,5,2,18,2,1,0
72,42,2,2,3,2,5,2,18,2,1,0
72,42,2,2,3,2,5,2,18,2,1,0
72,43,2,2,3,2,4,3,18,2,1,0
72,43,2,2,3,2,4,3,18,2,1,0
72,43,2,2,3,2,4,3,18,2,1,0
72,44,2,2,3,2,5,4,18,2,1,0
72,44,2,2,3,2,5,4,18,2,1,0
72,44,2,2,3,2,5,4,18,2,1,0
72,57,2,2,5,2,3,2,18,2,1,0
72,57,2,2,5,2,3,2,18,2,1,0
72,57,2,2,5,2,3,2,18,2,1,0
72,57,2,2,5,2,3,2,18,2,1,0
72,57,2,2,5,2,3,2,18,2,1,0
72,58,2,2,5,2,5,2,18,2,1,0
72,58,2,2,5,2,5,2,18,2,1,0
72,58,2,2,5,2,5,2,18,2,1,0
72,59,2,2,5,2,4,3,18,2,1,0
72,59,2,2,5,2,4,3,18,2,1,0
72,59,2,2,5,2,4,3,18,2,1,0
72,60,2,2,5,2,5,4,18,2,1,0
72,60,2,2,5,2,5,4,18,2,1,0
72,60,2,2,5,2,5,4,18,2,1,0
72,72,2,2,2,2,2,2,18,2,2,0
72,72,2,2,2,2,2,2,18,2,2,0
72,72,2,2,2,2,2,2,18,2,2,0
72,72,2,2,2,2,2,2,18,2,2,0
72,72,2,2,2,2,2,2,18,2,2,0
72,72,2,2,2,2,2,2,18,2,2,0
72,72,2,2,2,2,2,2,18,2,2,0
72,73,2,2,2,2,4,2,18,2,2,0
72,73,2,2,2,2,4,2,18,2,2,0
72,73,2,2,2,2,4,2,18,2,2,0
72,99,2,2,3,2,3,2,18,2,2,0
72,99,2,2,3,2,3,2,18,2,2,0
72,99,2,2,3,2,3,2,18,2,2,0
72,99,2,2,3,2,3,2,18,2,2,0
72,99,2,2,3,2,3,2,18,2,2,0
72,99,2,2,3,2,3,2,18,2,2,0
72,99,2,2,3,2,3,2,18,2,2,0
72,100,2,2,3,2,5,2,18,2,2,0
72,100,2,2,3,2,5,2,18,2,2,0
72,100,2,2,3,2,5,2,18,2,2,0
72,101,2,2,3,2,4,3,18,2,2,0
72,101,2,2,3,2,4,3,18,2,2,0
72,101,2,2,3,2,4,3,18,2,2,0
73,3,2,4,4,2,4,4,18,2,0,0
73,11,2,4,5,2,5,4,18,2,0,0
73,18,2,4,2,2,4,2,18,2,1,0
73,18,2,4,2,2,4,2,18,2,1,0
73,18,2,4,2,2,4,2,18,2,1,0
73,20,2,4,4,2,4,2,18,2,1,0
73,20,2,4,4,2,4,2,18,2,1,0
73,20,2,4,4,2,4,2,18,2,1,0
73,41,2,4,3,2,3,2,18,2,1,0
73,41,2,4,3,2,3,2,18,2,1,0
73,41,2,4,3,2,3,2,18,2,1,0
73,41,2,4,3,2,3,2,18,2,1,0
73,41,2,4,3,2,3,2,18,2,1,0
73,42,2,4,3,2,5,2,18,2,1,0
73,42,2,4,3,2,5,2,18,2,1,0
73,42,2,4,3,2,5,2,18,2,1,0
73,43,2,4,3,2,4,3,18,2,1,0
73,43,2,4,3,2,4,3,18,2,1,0
73,43,2,4,3,2,4,3,18,2,1,0
73,44,2,4,3,2,5,4,18,2,1,0
73,44,2,4,3,2,5,4,18,2,1,0
73,44,2,4,3,2,5,4,18,2,1,0
73,57,2,4,5,2,3,2,18,2,1,0
73,57,2,4,5,2,3,2,18,2,1,0
73,57,2,4,5,2,3,2,18,2,1,0
73,57,2,4,5,2,3,2,18,2,1,0
73,57,2,4,5,2,3,2,18,2,1,0
73,58,2,4,5,2,5,2,18,2,1,0
73,58,2,4,5,2,5,2,18,2,1,0
73,58,2,4,5,2,5,2,18,2,1,0
73,59,2,4,5,2,4,3,18,2,1,0
73,59,2,4,5,2,4,3,18,2,1,0
73,59,2,4,5,2,4,3,18,2,1,0
73,60,2,4,5,2,5,4,18,2,1,0
73,60,2,4,5,2,5,4,18,2,1,0
73,60,2,4,5,2,5,4,18,2,1,0
73,72,2,4,2,2,2,2,18,2,2,0
73,72,2,4,2,2,2,2,18,2,2,0
73,72,2,4,2,2,2,2,18,2,2,0
73,72,2,4,2,2,2,2,18,2,2,0
73,72,2,4,2,2,2,2,18,2,2,0
73,72,2,4,2,2,2,2,18,2,2,0
73,72,2,4,2,2,2,2,18,2,2,0
73,73,2,4,2,2,4,2,18,2,2,0
73,73,2,4,2,2,4,2,18,2,2,0
73,73,2,4,2,2,4,2,18,2,2,0
73,99,2,4,3,2,3,2,18,2,2,0
73,99,2,4,3,2,3,2,18,2,2,0
73,99,2,4,3,2,3,2,18,2,2,0
73,99,2,4,3,2,3,2,18,2,2,0
73,99,2,4,3,2,3,2,18,2,2,0
73,99,2,4,3,2,3,2,18,2,2,0
73,99,2,4,3,2,3,2,18,2,2,0
73,100,2,4,3,2,5,2,18,2,2,0
73,100,2,4,3,2,5,2,18,2,2,0
73,100,2,4,3,2,5,2,18,2,2,0
73,101,2,4,3,2,4,3,18,2,2,0
73,101,2,4,3,2,4,3,18,2,2,0
73,101,2,4,3,2,4,3,18,2,2,0
74,16,2,2,2,4,4,2,14,2,1,0
74,33,2,2,3,4,3,2,14,2,1,0
74,33,2,2,3,4,3,2,14,2,1,0
74,33,2,2,3,4,3,2,14,2,1,0
74,34,2,2,3,4,5,2,14,2,1,0
74,35,2,2,3,4,4,3,14,2,1,0
74,36,2,2,3,4,5,4,14,2,1,0
74,68,2,2,2,4,2,2,14,2,2,0
74,68,2,2,2,4,2,2,14,2,2,0
74,68,2,2,2,4,2,2,14,2,2,0
74,69,2,2,2,4,4,2,14,2,2,0
74,69,2,2,2,4,4,2,14,2,2,0
74,69,2,2,2,4,4,2,14,2,2,0
74,74,2,2,4,4,2,2,14,2,2,0
74,74,2,2,4,4,2,2,14,2,2,0
74,74,2,2,4,4,2,2,14,2,2,0
74,75,2,2,4,4,4,2,14,2,2,0
74,75,2,2,4,4,4,2,14,2,2,0
74,75,2,2,4,4,4,2,14,2,2,0
74,93,2,2,3,4,3,2,14,2,2,0
74,93,2,2,3,4,3,2,14,2,2,0
74,93,2,2,3,4,3,2,14,2,2,0
74,94,2,2,3,4,5,2,14,2,2,0
74,94,2,2,3,4,5,2,14,2,2,0
74,94,2,2,3,4,5,2,14,2,2,0
74,95,2,2,3,4,4,3,14,2,2,0
74,95,2,2,3,4,4,3,14,2,2,0
74,95,2,2,3,4,4,3,14,2,2,0
74,108,2,2,5,4,3,2,14,2,2,0
74,108,2,2,5,4,3,2,14,2,2,0
74,108,2,2,5,4,3,2,14,2,2,0
74,109,2,2,5,4,5,2,14,2,2,0
74,109,2,2,5,4,5,2,14,2,2,0
74,109,2,2,5,4,5,2,14,2,2,0
74,110,2,2,5,4,4,3,14,2,2,0
74,110,2,2,5,4,4,3,14,2,2,0
74,110,2,2,5,4,4,3,14,2,2,0
74,130,2,2,3,4,3,2,14,2,3,0
74,130,2,2,3,4,3,2,14,2,3,0
74,130,2,2,3,4,3,2,14,2,3,0
75,16,2,4,2,4,4,2,14,2,1,0
75,33,2,4,3,4,3,2,14,2,1,0
75,33,2,4,3,4,3,2,14,2,1,0
75,33,2,4,3,4,3,2,14,2,1,0
75,34,2,4,3,4,5,2,14,2,1,0
75,35,2,4,3,4,4,3,14,2,1,0
75,36,2,4,3,4,5,4,14,2,1,0
75,68,2,4,2,4,2,2,14,2,2,0
75,68,2,4,2,4,2,2,14,2,2,0
75,68,2,4,2,4,2,2,14,2,2,0
75,69,2,4,2,4,4,2,14,2,2,0
75,69,2,4,2,4,4,2,14,2,2,0
75,69,2,4,2,4,4,2,14,2,2,0
75,74,2,4,4,4,2,2,14,2,2,0
75,74,2,4,4,4,2,2,14,2,2,0
75,74,2,4,4,4,2,2,14,2,2,0
75,75,2,4,4,4,4,2,14,2,2,0
75,75,2,4,4,4,4,2,14,2,2,0
75,75,2,4,4,4,4,2,14,2,2,0
75,93,2,4,3,4,3,2,14,2,2,0
75,93,2,4,3,4,3,2,14,2,2,0
75,93,2,4,3,4,3,2,14,2,2,0
75,94,2,4,3,4,5,2,14,2,2,0
75,94,2,4,3,4,5,2,14,2,2,0
75,94,2,4,3,4,5,2,14,2,2,0
75,95,2,4,3,4,4,3,14,2,2,0
75,95,2,4,3,4,4,3,14,2,2,0
75,95,2,4,3,4,4,3,14,2,2,0
75,108,2,4,5,4,3,2,14,2,2,0
75,108,2,4,5,4,3,2,14,2,2,0
75,108,2,4,5,4,3,2,14,2,2,0
75,109,2,4,5,4,5,2,14,2,2,0
75,109,2,4,5,4,5,2,14,2,2,0
75,109,2,4,5,4,5,2,14,2,2,0
75,110,2,4,5,4,4,3,14,2,2,0
75,110,2,4,5,4,4,3,14,2,2,0
75,110,2,4,5,4,4,3,14,2,2,0
75,130,2,4,3,4,3,2,14,2,3,0
75,130,2,4,3,4,3,2,14,2,3,0
75,130,2,4,3,4,3,2,14,2,3,0
76,0,2,2,2,4,2,2,16,2,0,0
76,6,2,2,3,4,3,2,16,2,0,0
76,17,2,2,2,4,4,2,16,2,1,0
76,19,2,2,4,4,4,2,16,2,1,0
76,37,2,2,3,4,3,2,16,2,1,0
76,37,2,2,3,4,3,2,16,2,1,0
76,37,2,2,3,4,3,2,16,2,1,0
76,38,2,2,3,4,5,2,16,2,1,0
76,39,2,2,3,4,4,3,16,2,1,0
76,40,2,2,3,4,5,4,16,2,1,0
76,53,2,2,5,4,3,2,16,2,1,0
76,53,2,2,5,4,3,2,16,2,1,0
76,53,2,2,5,4,3,2,16,2,1,0
76,54,2,2,5,4,5,2,16,2,1,0
76,55,2,2,5,4,4,3,16,2,1,0
76,56,2,2,5,4,5,4,16,2,1,0
76,70,2,2,2,4,2,2,16,2,2,0
76,70,2,2,2,4,2,2,16,2,2,0
76,70,2,2,2,4,2,2,16,2,2,0
76,71,2,2,2,4,4,2,16,2,2,0
76,71,2,2,2,4,4,2,16,2,2,0
76,71,2,2,2,4,4,2,16,2,2,0
76,76,2,2,4,4,2,2,16,2,2,0
76,76,2,2,4,4,2,2,16,2,2,0
76,76,2,2,4,4,2,2,16,2,2,0
76,77,2,2,4,4,4,2,16,2,2,0
76,77,2,2,4,4,4,2,16,2,2,0
76,77,2,2,4,4,4,2,16,2,2,0
76,96,2,2,3,4,3,2,16,2,2,0
76,96,2,2,3,4,3,2,16,2,2,0
76,96,2,2,3,4,3,2,16,2,2,0
76,97,2,2,3,4,5,2,16,2,2,0
76,97,2,2,3,4,5,2,16,2,2,0
76,97,2,2,3,4,5,2,16,2,2,0
76,98,2,2,3,4,4,3,16,2,2,0
76,98,2,2,3,4,4,3,16,2,2,0
76,98,2,2,3,4,4,3,16,2,2,0
76,111,2,2,5,4,3,2,16,2,2,0
76,111,2,2,5,4,3,2,16,2,2,0
76,111,2,2,5,4,3,2,16,2,2,0
76,112,2,2,5,4,5,2,16,2,2,0
76,112,2,2,5,4,5,2,16,2,2,0
76,112,2,2,5,4,5,2,16,2,2,0
76,113,2,2,5,4,4,3,16,2,2,0
76,113,2,2,5,4,4,3,16,2,2,0
76,113,2,2,5,4,4,3,16,2,2,0
76,131,2,2,3,4,3,2,16,2,3,0
76,131,2,2,3,4,3,2,16,2,3,0
76,131,2,2,3,4,3,2,16,2,3,0
77,0,2,4,2,4,2,2,16,2,0,0
77,6,2,4,3,4,3,2,16,2,0,0
77,17,2,4,2,4,4,2,16,2,1,0
77,19,2,4,4,4,4,2,16,2,1,0
77,37,2,4,3,4,3,2,16,2,1,0
77,37,2,4,3,4,3,2,16,2,1,0
77,37,2,4,3,4,3,2,16,2,1,0
77,38,2,4,3,4,5,2,16,2,1,0
77,39,2,4,3,4,4,3,16,2,1,0
77,40,2,4,3,4,5,4,16,2,1,0
77,53,2,4,5,4,3,2,16,2,1,0
77,53,2,4,5,4,3,2,16,2,1,0
77,53,2,4,5,4,3,2,16,2,1,0
77,54,2,4,5,4,5,2,16,2,1,0
77,55,2,4,5,4,4,3,16,2,1,0
77,56,2,4,5,4,5,4,16,2,1,0
77,70,2,4,2,4,2,2,16,2,2,0
77,70,2,4,2,4,2,2,16,2,2,0
77,70,2,4,2,4,2,2,16,2,2,0
77,71,2,4,2,4,4,2,16,2,2,0
77,71,2,4,2,4,4,2,16,2,2,0
77,71,2,4,2,4,4,2,16,2,2,0
77,76,2,4,4,4,2,2,16,2,2,0
77,76,2,4,4,4,2,2,16,2,2,0
77,76,2,4,4,4,2,2,16,2,2,0
77,77,2,4,4,4,4,2,16,2,2,0
77,77,2,4,4,4,4,2,16,2,2,0
77,77,2,4,4,4,4,2,16,2,2,0
77,96,2,4,3,4,3,2,16,2,2,0
77,96,2,4,3,4,3,2,16,2,2,0
77,96,2,4,3,4,3,2,16,2,2,0
77,97,2,4,3,4,5,2,16,2,2,0
77,97,2,4,3,4,5,2,16,2,2,0
77,97,2,4,3,4,5,2,16,2,2,0
77,98,2,4,3,4,4,3,16,2,2,0
77,98,2,4,3,4,4,3,16,2,2,0
77,98,2,4,3,4,4,3,16,2,2,0
77,111,2,4,5,4,3,2,16,2,2,0
77,111,2,4,5,4,3,2,16,2,2,0
77,111,2,4,5,4,3,2,16,2,2,0
77,112,2,4,5,4,5,2,16,2,2,0
77,112,2,4,5,4,5,2,16,2,2,0
77,112,2,4,5,4,5,2,16,2,2,0
77,113,2,4,5,4,4,3,16,2,2,0
77,113,2,4,5,4,4,3,16,2,2,0
77,113,2,4,5,4,4,3,16,2,2,0
77,131,2,4,3,4,3,2,16,2,3,0
77,131,2,4,3,4,3,2,16,2,3,0
77,131,2,4,3,4,3,2,16,2,3,0
78,78,2,3,2,2,3,2,13,2,2,0
78,78,2,3,2,2,3,2,13,2,2,0
78,78,2,3,2,2,3,2,13,2,2,0
78,78,2,3,2,2,3,2,13,2,2,0
78,78,2,3,2,2,3,2,13,2,2,0
78,78,2,3,2,2,3,2,13,2,2,0
78,78,2,3,2,2,3,2,13,2,2,0
78,79,2,3,2,2,5,2,13,2,2,0
78,79,2,3,2,2,5,2,13,2,2,0
78,79,2,3,2,2,5,2,13,2,2,0
78,80,2,3,2,2,4,3,13,2,2,0
78,80,2,3,2,2,4,3,13,2,2,0
78,80,2,3,2,2,4,3,13,2,2,0
78,114,2,3,3,2,3,3,13,2,2,0
78,114,2,3,3,2,3,3,13,2,2,0
78,114,2,3,3,2,3,3,13,2,2,0
78,114,2,3,3,2,3,3,13,2,2,0
78,114,2,3,3,2,3,3,13,2,2,0
78,114,2,3,3,2,3,3,13,2,2,0
78,114,2,3,3,2,3,3,13,2,2,0
78,115,2,3,3,2,5,3,13,2,2,0
78,115,2,3,3,2,5,3,13,2,2,0
78,115,2,3,3,2,5,3,13,2,2,0
78,126,2,3,2,2,3,2,13,2,3,0
78,126,2,3,2,2,3,2,13,2,3,0
78,126,2,3,2,2,3,2,13,2,3,0
78,126,2,3,2,2,3,2,13,2,3,0
78,126,2,3,2,2,3,2,13,2,3,0
79,78,2,5,2,2,3,2,13,2,2,0
79,78,2,5,2,2,3,2,13,2,2,0
79,78,2,5,2,2,3,2,13,2,2,0
79,78,2,5,2,2,3,2,13,2,2,0
79,78,2,5,2,2,3,2,13,2,2,0
79,78,2,5,2,2,3,2,13,2,2,0
79,78,2,5,2,2,3,2,13,2,2,0
79,79,2,5,2,2,5,2,13,2,2,0
79,79,2,5,2,2,5,2,13,2,2,0
79,79,2,5,2,2,5,2,13,2,2,0
79,80,2,5,2,2,4,3,13,2,2,0
79,80,2,5,2,2,4,3,13,2,2,0
79,80,2,5,2,2,4,3,13,2,2,0
79,114,2,5,3,2,3,3,13,2,2,0
79,114,2,5,3,2,3,3,13,2,2,0
79,114,2,5,3,2,3,3,13,2,2,0
79,114,2,5,3,2,3,3,13,2,2,0
79,114,2,5,3,2,3,3,13,2,2,0
79,114,2,5,3,2,3,3,13,2,2,0
79,114,2,5,3,2,3,3,13,2,2,0
79,115,2,5,3,2,5,3,13,2,2,0
79,115,2,5,3,2,5,3,13,2,2,0
79,115,2,5,3,2,5,3,13,2,2,0
79,126,2,5,2,2,3,2,13,2,3,0
79,126,2,5,2,2,3,2,13,2,3,0
79,126,2,5,2,2,3,2,13,2,3,0
79,126,2,5,2,2,3,2,13,2,3,0
79,126,2,5,2,2,3,2,13,2,3,0
80,78,3,4,2,2,3,2,13,2,2,0
80,78,3,4,2,2,3,2,13,2,2,0
80,78,3,4,2,2,3,2,13,2,2,0
80,78,3,4,2,2,3,2,13,2,2,0
80,78,3,4,2,2,3,2,13,2,2,0
80,78,3,4,2,2,3,2,13,2,2,0
80,78,3,4,2,2,3,2,13,2,2,0
80,79,3,4,2,2,5,2,13,2,2,0
80,79,3,4,2,2,5,2,13,2,2,0
80,79,3,4,2,2,5,2,13,2,2,0
80,80,3,4,2,2,4,3,13,2,2,0
80,80,3,4,2,2,4,3,13,2,2,0
80,80,3,4,2,2,4,3,13,2,2,0
80,114,3,4,3,2,3,3,13,2,2,0
80,114,3,4,3,2,3,3,13,2,2,0
80,114,3,4,3,2,3,3,13,2,2,0
80,114,3,4,3,2,3,3,13,2,2,0
80,114,3,4,3,2,3,3,13,2,2,0
80,114,3,4,3,2,3,3,13,2,2,0
80,114,3,4,3,2,3,3,13,2,2,0
80,115,3,4,3,2,5,3,13,2,2,0
80,115,3,4,3,2,5,3,13,2,2,0
80,115,3,4,3,2,5,3,13,2,2,0
80,126,3,4,2,2,3,2,13,2,3,0
80,126,3,4,2,2,3,2,13,2,3,0
80,126,3,4,2,2,3,2,13,2,3,0
80,126,3,4,2,2,3,2,13,2,3,0
80,126,3,4,2,2,3,2,13,2,3,0
81,21,2,3,2,2,3,2,15,2,1,0
81,21,2,3,2,2,3,2,15,2,1,0
81,21,2,3,2,2,3,2,15,2,1,0
81,21,2,3,2,2,3,2,15,2,1,0
81,21,2,3,2,2,3,2,15,2,1,0
81,22,2,3,2,2,5,2,15,2,1,0
81,22,2,3,2,2,5,2,15,2,1,0
81,22,2,3,2,2,5,2,15,2,1,0
81,23,2,3,2,2,4,3,15,2,1,0
81,23,2,3,2,2,4,3,15,2,1,0
81,23,2,3,2,2,4,3,15,2,1,0
81,24,2,3,2,2,5,4,15,2,1,0
81,24,2,3,2,2,5,4,15,2,1,0
81,24,2,3,2,2,5,4,15,2,1,0
81,61,2,3,3,2,5,3,15,2,1,0
81,61,2,3,3,2,5,3,15,2,1,0
81,61,2,3,3,2,5,3,15,2,1,0
81,81,2,3,2,2,3,2,15,2,2,0
81,81,2,3,2,2,3,2,15,2,2,0
81,81,2,3,2,2,3,2,15,2,2,0
81,81,2,3,2,2,3,2,15,2,2,0
81,81,2,3,2,2,3,2,15,2,2,0
81,81,2,3,2,2,3,2,15,2,2,0
81,81,2,3,2,2,3,2,15,2,2,0
81,82,2,3,2,2,5,2,15,2,2,0
81,82,2,3,2,2,5,2,15,2,2,0
81,82,2,3,2,2,5,2,15,2,2,0
81,83,2,3,2,2,4,3,15,2,2,0
81,83,2,3,2,2,4,3,15,2,2,0
81,83,2,3,2,2,4,3,15,2,2,0
81,102,2,3,4,2,3,2,15,2,2,0
81,102,2,3,4,2,3,2,15,2,2,0
81,102,2,3,4,2,3,2,15,2,2,0
81,102,2,3,4,2,3,2,15,2,2,0
81,102,2,3,4,2,3,2,15,2,2,0
81,102,2,3,4,2,3,2,15,2,2,0
81,102,2,3,4,2,3,2,15,2,2,0
81,103,2,3,4,2,5,2,15,2,2,0
81,103,2,3,4,2,5,2,15,2,2,0
81,103,2,3,4,2,5,2,15,2,2,0
81,104,2,3,4,2,4,3,15,2,2,0
81,104,2,3,4,2,4,3,15,2,2,0
81,104,2,3,4,2,4,3,15,2,2,0
81,116,2,3,3,2,3,3,15,2,2,0
81,116,2,3,3,2,3,3,15,2,2,0
81,116,2,3,3,2,3,3,15,2,2,0
81,116,2,3,3,2,3,3,15,2,2,0
81,116,2,3,3,2,3,3,15,2,2,0
81,116,2,3,3,2,3,3,15,2,2,0
81,116,2,3,3,2,3,3,15,2,2,0
81,117,2,3,3,2,5,3,15,2,2,0
81,117,2,3,3,2,5,3,15,2,2,0
81,117,2,3,3,2,5,3,15,2,2,0
81,122,2,3,5,2,3,3,15,2,2,0
81,122,2,3,5,2,3,3,15,2,2,0
81,122,2,3,5,2,3,3,15,2,2,0
81,122,2,3,5,2,3,3,15,2,2,0
81,122,2,3,5,2,3,3,15,2,2,0
81,122,2,3,5,2,3,3,15,2,2,0
81,122,2,3,5,2,3,3,15,2,2,0
81,123,2,3,5,2,5,3,15,2,2,0
81,123,2,3,5,2,5,3,15,2,2,0
81,123,2,3,5,2,5,3,15,2,2,0
81,127,2,3,2,2,3,2,15,2,3,0
81,127,2,3,2,2,3,2,15,2,3,0
81,127,2,3,2,2,3,2,15,2,3,0
81,127,2,3,2,2,3,2,15,2,3,0
81,127,2,3,2,2,3,2,15,2,3,0
82,21,2,5,2,2,3,2,15,2,1,0
82,21,2,5,2,2,3,2,15,2,1,0
82,21,2,5,2,2,3,2,15,2,1,0
82,21,2,5,2,2,3,2,15,2,1,0
82,21,2,5,2,2,3,2,15,2,1,0
82,22,2,5,2,2,5,2,15,2,1,0
82,22,2,5,2,2,5,2,15,2,1,0
82,22,2,5,2,2,5,2,15,2,1,0
82,23,2,5,2,2,4,3,15,2,1,0
82,23,2,5,2,2,4,3,15,2,1,0
82,23,2,5,2,2,4,3,15,2,1,0
82,24,2,5,2,2,5,4,15,2,1,0
82,24,2,5,2,2,5,4,15,2,1,0
82,24,2,5,2,2,5,4,15,2,1,0
82,61,2,5,3,2,5,3,15,2,1,0
82,61,2,5,3,2,5,3,15,2,1,0
82,61,2,5,3,2,5,3,15,2,1,0
82,81,2,5,2,2,3,2,15,2,2,0
82,81,2,5,2,2,3,2,15,2,2,0
82,81,2,5,2,2,3,2,15,2,2,0
82,81,2,5,2,2,3,2,15,2,2,0
82,81,2,5,2,2,3,2,15,2,2,0
82,81,2,5,2,2,3,2,15,2,2,0
82,81,2,5,2,2,3,2,15,2,2,0
82,82,2,5,2,2,5,2,15,2,2,0
82,82,2,5,2,2,5,2,15,2,2,0
82,82,2,5,2,2,5,2,15,2,2,0
82,83,2,5,2,2,4,3,15,2,2,0
82,83,2,5,2,2,4,3,15,2,2,0
82,83,2,5,2,2,4,3,15,2,2,0
82,102,2,5,4,2,3,2,15,2,2,0
82,102,2,5,4,2,3,2,15,2,2,0
82,102,2,5,4,2,3,2,15,2,2,0
82,102,2,5,4,2,3,2,15,2,2,0
82,102,2,5,4,2,3,2,15,2,2,0
82,102,2,5,4,2,3,2,15,2,2,0
82,102,2,5,4,2,3,2,15,2,2,0
82,103,2,5,4,2,5,2,15,2,2,0
82,103,2,5,4,2,5,2,15,2,2,0
82,103,2,5,4,2,5,2,15,2,2,0
82,104,2,5,4,2,4,3,15,2,2,0
82,104,2,5,4,2,4,3,15,2,2,0
82,104,2,5,4,2,4,3,15,2,2,0
82,116,2,5,3,2,3,3,15,2,2,0
82,116,2,5,3,2,3,3,15,2,2,0
82,116,2,5,3,2,3,3,15,2,2,0
82,116,2,5,3,2,3,3,15,2,2,0
82,116,2,5,3,2,3,3,15,2,2,0
82,116,2,5,3,2,3,3,15,2,2,0
82,116,2,5,3,2,3,3,15,2,2,0
82,117,2,5,3,2,5,3,15,2,2,0
82,117,2,5,3,2,5,3,15,2,2,0
82,117,2,5,3,2,5,3,15,2,2,0
82,122,2,5,5,2,3,3,15,2,2,0
82,122,2,5,5,2,3,3,15,2,2,0
82,122,2,5,5,2,3,3,15,2,2,0
82,122,2,5,5,2,3,3,15,2,2,0
82,122,2,5,5,2,3,3,15,2,2,0
82,122,2,5,5,2,3,3,15,2,2,0
82,122,2,5,5,2,3,3,15,2,2,0
82,123,2,5,5,2,5,3,15,2,2,0
82,123,2,5,5,2,5,3,15,2,2,0
82,123,2,5,5,2,5,3,15,2,2,0
82,127,2,5,2,2,3,2,15,2,3,0
82,127,2,5,2,2,3,2,15,2,3,0
82,127,2,5,2,2,3,2,15,2,3,0
82,127,2,5,2,2,3,2,15,2,3,0
82,127,2,5,2,2,3,2,15,2,3,0
83,21,3,4,2,2,3,2,15,2,1,0
83,21,3,4,2,2,3,2,15,2,1,0
83,21,3,4,2,2,3,2,15,2,1,0
83,21,3,4,2,2,3,2,15,2,1,0
83,21,3,4,2,2,3,2,15,2,1,0
83,22,3,4,2,2,5,2,15,2,1,0
83,22,3,4,2,2,5,2,15,2,1,0
83,22,3,4,2,2,5,2,15,2,1,0
83,23,3,4,2,2,4,3,15,2,1,0
83,23,3,4,2,2,4,3,15,2,1,0
83,23,3,4,2,2,4,3,15,2,1,0
83,24,3,4,2,2,5,4,15,2,1,0
83,24,3,4,2,2,5,4,15,2,1,0
83,24,3,4,2,2,5,4,15,2,1,0
83,61,3,4,3,2,5,3,15,2,1,0
83,61,3,4,3,2,5,3,15,2,1,0
83,61,3,4,3,2,5,3,15,2,1,0
83,81,3,4,2,2,3,2,15,2,2,0
83,81,3,4,2,2,3,2,15,2,2,0
83,81,3,4,2,2,3,2,15,2,2,0
83,81,3,4,2,2,3,2,15,2,2,0
83,81,3,4,2,2,3,2,15,2,2,0
83,81,3,4,2,2,3,2,15,2,2,0
83,81,3,4,2,2,3,2,15,2,2,0
83,82,3,4,2,2,5,2,15,2,2,0
83,82,3,4,2,2,5,2,15,2,2,0
83,82,3,4,2,2,5,2,15,2,2,0
83,83,3,4,2,2,4,3,15,2,2,0
83,83,3,4,2,2,4,3,15,2,2,0
83,83,3,4,2,2,4,3,15,2,2,0
83,102,3,4,4,2,3,2,15,2,2,0
83,102,3,4,4,2,3,2,15,2,2,0
83,102,3,4,4,2,3,2,15,2,2,0
83,102,3,4,4,2,3,2,15,2,2,0
83,102,3,4,4,2,3,2,15,2,2,0
83,102,3,4,4,2,3,2,15,2,2,0
83,102,3,4,4,2,3,2,15,2,2,0
83,103,3,4,4,2,5,2,15,2,2,0
83,103,3,4,4,2,5,2,15,2,2,0
83,103,3,4,4,2,5,2,15,2,2,0
83,104,3,4,4,2,4,3,15,2,2,0
83,104,3,4,4,2,4,3,15,2,2,0
83,104,3,4,4,2,4,3,15,2,2,0
83,116,3,4,3,2,3,3,15,2,2,0
83,116,3,4,3,2,3,3,15,2,2,0
83,116,3,4,3,2,3,3,15,2,2,0
83,116,3,4,3,2,3,3,15,2,2,0
83,116,3,4,3,2,3,3,15,2,2,0
83,116,3,4,3,2,3,3,15,2,2,0
83,116,3,4,3,2,3,3,15,2,2,0
83,117,3,4,3,2,5,3,15,2,2,0
83,117,3,4,3,2,5,3,15,2,2,0
83,117,3,4,3,2,5,3,15,2,2,0
83,122,3,4,5,2,3,3,15,2,2,0
83,122,3,4,5,2,3,3,15,2,2,0
83,122,3,4,5,2,3,3,15,2,2,0
83,122,3,4,5,2,3,3,15,2,2,0
83,122,3,4,5,2,3,3,15,2,2,0
83,122,3,4,5,2,3,3,15,2,2,0
83,122,3,4,5,2,3,3,15,2,2,0
83,123,3,4,5,2,5,3,15,2,2,0
83,123,3,4,5,2,5,3,15,2,2,0
